,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,VNZIP1,VehBCost,IsOnlineSale,WarrantyCost,IsBadBuy,PurchYear
4750,2003,6,CHEVROLET,TRAILBLAZER 4WD 6C,LS,4D SUV 4.2L LS,WHITE,AUTO,Alloy,80352,AMERICAN,MEDIUM SUV,GM,5772,7293,6734,8376,5512,6835,9205,10687,80011,7670,0,2452,0,2009
4751,2008,1,FORD,FUSION V6,SE,4D SEDAN AWD SE,BLACK,AUTO,Covers,71149,AMERICAN,MEDIUM,FORD,13696,15790,15292,17553,13534,14718,16828,17705,80011,8985,0,1740,0,2009
4752,2004,5,FORD,FREESTAR FWD V6,SE,PASSENGER 3.9L LX,SILVER,AUTO,Covers,75929,AMERICAN,VAN,FORD,3797,4867,4601,5756,3966,5078,7265,8641,80011,4175,0,1506,0,2009
4753,2006,3,DODGE,CARAVAN GRAND FWD V6,Bas,MINIVAN 3.3L,BLUE,AUTO,Covers,63597,AMERICAN,VAN,CHRYSLER,5834,7276,6801,8358,6606,8246,10959,12387,80011,6290,0,1411,0,2009
4754,2001,8,FORD,TAURUS,SE,4D SEDAN SE,BLUE,AUTO,Alloy,73772,AMERICAN,MEDIUM,FORD,2137,3174,2808,3928,2010,2849,6427,9109,80011,4000,0,1220,0,2009
4755,2004,5,DODGE,DURANGO 2WD V8,SLT,4D SUV 5.7L SLT,GREY,AUTO,Alloy,62933,AMERICAN,MEDIUM SUV,CHRYSLER,7372,8784,8462,9987,7171,8752,10591,11996,80011,8870,0,1215,0,2009
4756,2008,2,FORD,TAURUS,SEL,4D SEDAN SEL,BLUE,AUTO,Alloy,76062,AMERICAN,MEDIUM,FORD,10099,12326,14838,17083,11683,13919,15337,17764,80011,7685,0,1506,0,2010
4757,2006,4,PONTIAC,MONTANA FWD,SV6,4D MINIVAN EXT 3.5L,SILVER,AUTO,Alloy,89369,AMERICAN,VAN,GM,7084,8566,11898,14250,7063,9016,11577,13226,80011,6885,0,2282,0,2010
4758,2007,3,CHEVROLET,MALIBU MAXX V6,LT,4D SEDAN LT,SILVER,AUTO,Alloy,65575,AMERICAN,MEDIUM,GM,7112,8778,11036,12800,8550,10004,12347,14031,80011,7405,0,1118,0,2010
4759,2008,2,FORD,TAURUS,SEL,4D SEDAN SEL,WHITE,AUTO,Alloy,82904,AMERICAN,MEDIUM,FORD,10078,12339,14985,16895,10737,13165,14841,17093,80011,7685,0,1763,0,2010
4760,2005,5,CHEVROLET,VENTURE FWD V6,LS,PASSENGER EXT 3.4L LS,SILVER,AUTO,Alloy,96050,AMERICAN,VAN,GM,4351,5653,7925,9464,4006,4866,7258,8211,80011,4340,0,5613,1,2010
4761,2007,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,BLUE,AUTO,Covers,62595,AMERICAN,LARGE,GM,8002,9056,11521,12842,8186,9279,11674,12864,80011,7700,0,1703,0,2010
4762,2005,5,HYUNDAI,ELANTRA,GLS,4D SEDAN,RED,AUTO,Alloy,64004,OTHER ASIAN,MEDIUM,OTHER,3664,4505,6944,7836,3583,4568,6751,7626,80011,5655,0,533,0,2010
4763,2004,6,PONTIAC,MONTANA,Bas,4D MINIVAN EXT 3.4L,MAROON,AUTO,Alloy,98282,AMERICAN,VAN,GM,3984,5378,7774,9053,2956,3684,6550,7580,80011,5455,0,5613,0,2010
4764,2007,3,CHEVROLET,UPLANDER FWD V6,LS,PASSENGER EXT 3.9L LS,SILVER,AUTO,Covers,77120,AMERICAN,VAN,GM,7167,8031,11344,12308,6242,7587,9859,11557,80011,8000,0,2091,0,2010
4765,2004,6,CHEVROLET,1500 SILVERADO PICKU,LS,EXT CAB 4.8L,WHITE,AUTO,Alloy,68074,AMERICAN,LARGE TRUCK,GM,9670,12209,15004,16786,7837,9397,11532,13143,80011,11500,0,1703,0,2010
4766,2008,2,DODGE,CALIBER,SE,4D WAGON,GREY,AUTO,Covers,59276,AMERICAN,MEDIUM,CHRYSLER,7343,8221,11280,11698,6971,7959,10427,11506,80011,6940,0,754,0,2010
4767,2006,4,CHEVROLET,IMPALA,LS,4D SEDAN LS,BLACK,AUTO,Covers,72583,AMERICAN,LARGE,GM,6416,7889,9813,11504,6014,7188,9330,10814,80011,7670,0,1974,0,2010
4768,2007,3,CHRYSLER,SEBRING 4C,Bas,4D SEDAN,BLUE,AUTO,Covers,67709,AMERICAN,MEDIUM,CHRYSLER,7041,8396,11254,12531,7281,8310,11205,12087,80011,7735,0,1020,1,2010
4769,2007,3,CHRYSLER,PT CRUISER,Tou,4D SEDAN,SILVER,AUTO,Alloy,69645,AMERICAN,MEDIUM,CHRYSLER,5721,6876,9376,10476,5055,6117,8248,9480,80011,5025,0,1215,1,2010
4770,2005,5,CHRYSLER,PT CRUISER,Bas,2D CONVERTIBLE,SILVER,MANUAL,Covers,60662,AMERICAN,MEDIUM,CHRYSLER,5149,6220,8683,9819,5405,6414,8739,9830,80011,6185,0,1215,0,2010
4771,2004,6,OLDSMOBILE,ALERO 4C,GL,2D COUPE GL2,SILVER,AUTO,Alloy,77602,AMERICAN,MEDIUM,GM,2520,3812,5555,7070,3192,3728,5725,6081,80011,4125,0,1506,0,2010
4772,2005,5,GMC,ENVOY 2WD 6C,SLE,4D UTILITY 4.2L,BEIGE,AUTO,Alloy,78153,AMERICAN,MEDIUM SUV,GM,7348,8511,11402,12711,7399,8722,11652,13105,80011,7970,0,1155,0,2010
4773,2005,5,CHRYSLER,SEBRING V6,Bas,2D CONVERTIBLE,WHITE,AUTO,Covers,74335,AMERICAN,MEDIUM,CHRYSLER,4450,5619,8191,9231,2431,3117,6470,7094,80011,3540,0,1272,0,2010
4774,2006,4,DODGE,CARAVAN FWD 4C,SE,MINIVAN 2.4L,BLUE,AUTO,Covers,56630,AMERICAN,VAN,CHRYSLER,5315,6522,7842,9013,4566,5737,6809,8076,80011,5405,0,1251,1,2010
4775,2006,4,FORD,TAURUS,SEL,4D SEDAN SEL,SILVER,AUTO,Alloy,84689,AMERICAN,MEDIUM,FORD,4264,5557,7711,9416,4968,6326,7813,9577,80011,4940,0,983,0,2010
4776,2001,9,PONTIAC,GRAND AM 4C,SE,2D COUPE SE1,SILVER,MANUAL,Alloy,76939,AMERICAN,MEDIUM,GM,1941,2894,4263,5303,2249,3250,4496,5549,80011,2865,0,1806,0,2010
4777,2006,4,JEEP,COMMANDER 2WD V6,Bas,4D WAGON,SILVER,AUTO,Alloy,73376,AMERICAN,LARGE SUV,CHRYSLER,12787,14592,16594,17755,10389,12329,14509,16245,78219,11300,0,1740,0,2010
4778,2007,3,CHEVROLET,COBALT,LS,4D SEDAN LS,WHITE,AUTO,Covers,60993,AMERICAN,COMPACT,GM,5291,6296,8987,9977,5268,6498,8824,9987,78219,4810,0,728,0,2010
4779,2005,5,CHEVROLET,TRAILBLAZER EXT 4WD,LS,4D SUV 4.2L,MAROON,AUTO,Alloy,81868,AMERICAN,MEDIUM SUV,GM,8577,11069,13442,15528,7282,8523,11700,13325,78219,8340,0,2152,0,2010
4780,2004,6,FORD,F150 PICKUP 2WD V8,XL,EXT CAB 4.6L STX,BLACK,AUTO,Alloy,83126,AMERICAN,LARGE TRUCK,FORD,6784,8551,10851,12652,6204,7496,10851,12027,78219,10135,0,853,0,2010
4781,2006,4,GMC,1500 SIERRA PICKUP 2,SLE,REG CAB 4.3L,WHITE,AUTO,Alloy,67805,AMERICAN,LARGE TRUCK,GM,6750,8465,11686,13396,7179,8346,11446,12775,78219,7635,0,1118,0,2010
4782,2007,3,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS,WHITE,AUTO,Covers,87896,AMERICAN,MEDIUM,GM,7163,8235,10490,11708,6674,7915,9725,10834,78219,6700,0,1113,0,2010
4783,2002,8,CHEVROLET,VENTURE FWD V6,LS,PASSENGER EXT 3.4L,WHITE,AUTO,Covers,66430,AMERICAN,VAN,GM,2661,3870,5641,6711,2399,3600,5476,6593,78219,5700,0,4210,0,2010
4784,2003,7,OLDSMOBILE,ALERO 4C,GL,4D SEDAN GL2,BLUE,AUTO,Covers,90134,AMERICAN,MEDIUM,GM,3627,4967,6217,7429,2556,3409,5271,6278,78219,5825,0,2074,0,2010
4785,2005,5,DODGE,NEON,SXT,4D SEDAN SXT,RED,AUTO,Alloy,62121,AMERICAN,COMPACT,CHRYSLER,3433,4471,6790,7811,3552,4617,6797,8000,78219,5010,0,630,1,2010
4786,2005,5,CHRYSLER,TOWN & COUNTRY FWD V,Bas,MINIVAN 3.3L,SILVER,AUTO,Covers,87848,AMERICAN,VAN,CHRYSLER,4461,5803,7521,9244,4530,5853,7627,9338,78219,5935,0,1763,1,2010
4787,2005,5,DODGE,1500 RAM PICKUP 2WD,SLT,QUAD CAB 4.7L SLT,WHITE,AUTO,Alloy,92639,AMERICAN,LARGE TRUCK,CHRYSLER,8793,11263,13227,15560,8045,10159,12480,14515,78219,7935,0,1053,0,2010
4788,2007,3,DODGE,CALIBER,SXT,4D WAGON SXT,SILVER,AUTO,Covers,59475,AMERICAN,MEDIUM,CHRYSLER,7031,8177,10943,12014,6739,7986,10479,11741,78219,6925,0,754,0,2010
4789,2007,3,CHRYSLER,PT CRUISER,Tou,4D SEDAN TOURING,RED,AUTO,Covers,95093,AMERICAN,MEDIUM,CHRYSLER,6418,7833,9915,11139,6399,7683,9867,11010,78219,4735,0,1630,0,2010
4790,2006,4,FORD,FUSION V6,SEL,4D SEDAN SEL,WHITE,AUTO,Alloy,74268,AMERICAN,MEDIUM,FORD,8143,9919,12054,13541,7409,9001,11595,13323,78219,7980,0,1272,0,2010
4791,2006,4,CHEVROLET,EQUINOX FWD V6,LT,4D SUV LT,SILVER,AUTO,Alloy,85900,AMERICAN,MEDIUM SUV,GM,9577,11553,13373,15166,8028,9868,11854,13597,78219,8265,0,1503,0,2010
4792,2004,6,NISSAN,XTERRA 2WD V6,SE,4D SPORT UTILITY SE,BLUE,AUTO,Alloy,76109,TOP LINE ASIAN,MEDIUM SUV,OTHER,7127,8407,11018,11889,6840,8604,10334,12006,78219,8055,0,569,0,2010
4793,2006,4,CHEVROLET,MALIBU V6,LT,4D SEDAN LT,SILVER,AUTO,Alloy,79263,AMERICAN,MEDIUM,GM,5930,7426,10041,11425,5278,6544,8586,9724,78219,6835,0,1272,0,2010
4794,2005,5,CHRYSLER,PT CRUISER,Tou,4D SEDAN,WHITE,AUTO,Covers,79256,AMERICAN,MEDIUM,CHRYSLER,3684,4696,6937,8162,3318,4220,6953,7842,78219,4435,0,1389,0,2010
4795,2005,5,FORD,FIVE HUNDRED,Lim,4D SEDAN LIMITED,BLACK,AUTO,Alloy,82929,AMERICAN,LARGE,FORD,6783,8518,11376,14286,6392,7884,10431,12354,78219,7635,0,1633,0,2010
4796,2005,5,CHRYSLER,PT CRUISER,Tou,4D SEDAN TOURING,WHITE,AUTO,Covers,59593,AMERICAN,MEDIUM,CHRYSLER,3985,4946,7301,8465,3882,4857,7197,8127,78219,5170,0,1086,0,2010
4797,2004,6,TOYOTA,TUNDRA PICKUP 2WD V8,Lim,CREW CAB 4.7L LIMITED,GREEN,AUTO,Alloy,98670,TOP LINE ASIAN,LARGE TRUCK,OTHER,10234,11519,14603,15853,7741,9549,11866,13691,78219,10750,0,765,0,2010
4798,2006,4,SUZUKI,FORENZA,Bas,4D SEDAN,GREEN,AUTO,Covers,50811,OTHER ASIAN,MEDIUM,OTHER,3595,4670,6846,7838,3546,4633,6795,7909,78219,4860,0,505,0,2010
4799,2006,4,CHRYSLER,PT CRUISER,Bas,4D SEDAN,WHITE,AUTO,Covers,50766,AMERICAN,MEDIUM,CHRYSLER,4609,5752,7683,8928,4390,5397,8029,9009,78219,6325,0,1086,0,2010
4800,2006,4,CHRYSLER,PT CRUISER,Bas,4D SEDAN,SILVER,AUTO,Covers,36227,AMERICAN,MEDIUM,CHRYSLER,4680,5805,7956,9132,5215,6239,8559,10240,78219,6525,0,882,0,2010
4801,2007,3,DODGE,CALIBER,SXT,4D WAGON SXT,RED,AUTO,Alloy,55068,AMERICAN,MEDIUM,CHRYSLER,6664,7851,10653,11554,6408,7801,10116,11200,78219,6225,0,754,0,2010
4802,2003,7,CHEVROLET,1500HD SILVERADO PIC,LS,CREW CAB 6.0L LS,SILVER,AUTO,Alloy,95838,AMERICAN,LARGE TRUCK,GM,7255,9357,11220,12749,7104,10718,11857,14626,78219,10050,0,1641,0,2010
4803,2008,2,DODGE,AVENGER 4C,SE,4D SEDAN,BLUE,AUTO,Covers,77629,AMERICAN,MEDIUM,CHRYSLER,7509,8667,11385,12457,7433,8522,11134,12024,78219,7635,0,1155,0,2010
4804,2008,2,CHEVROLET,IMPALA V6,LT,4D SEDAN LT 3.8L FFV,WHITE,AUTO,Alloy,80783,AMERICAN,LARGE,GM,9077,10241,13299,14517,10564,12629,14548,16336,78219,8840,0,2152,0,2010
4805,2007,3,SATURN,AURA,XE,4D SEDAN XE,BLUE,AUTO,Alloy,69678,AMERICAN,MEDIUM,GM,8708,10115,12194,13542,8503,9931,11956,13697,78219,7340,0,1118,0,2010
4806,2006,4,CHRYSLER,300,Bas,4D SEDAN,SILVER,AUTO,Alloy,82138,AMERICAN,SPECIALTY,CHRYSLER,8608,10221,12164,14281,9345,10973,12675,14594,78219,10135,0,1503,0,2010
4807,2005,5,HYUNDAI,ELANTRA,GLS,4D SEDAN,BLUE,AUTO,Covers,83807,OTHER ASIAN,MEDIUM,OTHER,3780,4944,6818,8203,3512,4469,6614,7858,78219,4935,0,594,1,2010
4808,2006,4,FORD,FUSION 4C,S,4D SEDAN S,GREY,AUTO,Covers,45454,AMERICAN,MEDIUM,FORD,6127,7493,9692,11226,6551,8119,9738,11684,78219,8140,0,623,0,2010
4809,2005,5,CHEVROLET,MALIBU 4C,Bas,4D SEDAN,SILVER,AUTO,Covers,85573,AMERICAN,MEDIUM,GM,3685,4934,7255,8043,4507,5806,7423,8983,78219,6435,0,1113,0,2010
4810,2001,9,NISSAN,ALTIMA,GXE,4D SEDAN GXE,BROWN,AUTO,Covers,67685,TOP LINE ASIAN,MEDIUM,OTHER,2612,3316,5365,6476,2821,3765,5119,6327,78219,3335,0,930,0,2010
4811,2005,5,DODGE,1500 RAM PICKUP 2WD,SLT,QUAD CAB 4.7L SLT,BEIGE,AUTO,Alloy,92050,AMERICAN,LARGE TRUCK,CHRYSLER,8640,10753,13017,14687,7790,9928,12176,14264,78219,9935,0,1053,0,2010
4812,2007,3,PONTIAC,G5 4C,Bas,2D COUPE,YELLOW,AUTO,Alloy,89919,AMERICAN,COMPACT,GM,5853,6865,9389,10517,7064,8004,10365,11078,78219,6635,0,853,0,2010
4813,2002,8,CHRYSLER,VOYAGER FWD V6,LX,MINIVAN 3.3L LX,BEIGE,AUTO,Covers,80531,AMERICAN,VAN,CHRYSLER,2311,2896,4815,5613,1925,2342,4362,4949,78219,4485,0,2063,1,2010
4814,2004,6,SATURN,ION,2,4D SEDAN LEVEL 2,BLACK,AUTO,Alloy,76235,AMERICAN,MEDIUM,GM,3204,4253,6016,7064,3459,4489,6494,7327,78219,3735,0,803,1,2010
4815,2005,5,FORD,F150 PICKUP 2WD V8,STX,EXT CAB 4.6L STX,RED,AUTO,Alloy,91510,AMERICAN,LARGE TRUCK,FORD,7333,9408,11911,13789,6868,8581,11670,13350,78219,9750,0,909,0,2010
4816,2004,6,DODGE,1500 RAM PICKUP 2WD,ST,QUAD CAB 4.7L SLT,GOLD,AUTO,Alloy,85306,AMERICAN,LARGE TRUCK,CHRYSLER,6593,8248,10367,12114,7346,8875,11433,12499,78219,7540,0,983,1,2010
4817,2003,7,SATURN,L SERIES,L30,4D SEDAN L300,SILVER,AUTO,Alloy,109549,AMERICAN,MEDIUM,GM,4047,4949,6628,7393,3857,4942,6522,7765,78219,4335,0,3191,1,2010
4818,2007,3,CHEVROLET,HHR,LS,4D SUV 2.2L LS,SILVER,AUTO,Alloy,65441,AMERICAN,MEDIUM,GM,6138,7175,9370,10741,5838,7090,9267,10567,78219,7740,0,728,0,2010
4819,2005,5,FORD,ESCAPE 4WD V6,XLT,4D CUV 3.0L XLT,RED,AUTO,Alloy,91724,AMERICAN,SMALL SUV,FORD,7112,8995,10895,13329,6767,8623,10440,12728,78219,6440,0,1630,0,2010
4820,2008,2,CHEVROLET,AVEO,LS,4D SEDAN LS,SILVER,MANUAL,Covers,106133,AMERICAN,COMPACT,GM,5667,6867,9173,10105,6333,7579,9961,11003,78219,4410,0,970,0,2010
4821,2002,8,MINI,COOPER,Bas,2D COUPE,GREEN,MANUAL,Alloy,102924,OTHER,COMPACT,OTHER,5758,6644,8998,9830,6011,7389,8592,10671,78219,5335,0,4241,0,2010
4822,2006,3,CHEVROLET,IMPALA 3.5L V6 SFI,LT,4D SEDAN LT 3.5L,SILVER,AUTO,Covers,70978,AMERICAN,LARGE,GM,7152,8449,8224,9625,5296,6338,6220,7345,29323,8000,0,1974,0,2009
4823,2004,5,CHEVROLET,TRAILBLAZER 2WD 6C 4,Nor,4D SUV 4.2L LS,BLACK,AUTO,Alloy,80069,AMERICAN,MEDIUM SUV,GM,5459,6458,6396,7475,5689,6773,6644,7815,38118,6810,0,1243,0,2009
4824,2003,6,FORD,EXPLORER 2WD V6 4.0L,Spo,2D SUV 4.0L SPORT XLT,GREEN,AUTO,Alloy,80656,AMERICAN,MEDIUM SUV,FORD,2690,4020,3405,4842,10972,12652,12350,14164,38118,5835,0,1543,0,2009
4825,2006,3,FORD,FREESTAR FWD V6 3.9L,SE,PASSENGER 3.9L SE,GOLD,AUTO,Covers,87615,AMERICAN,VAN,FORD,5416,6783,6349,7826,6038,7466,7021,8563,38118,5185,0,1633,1,2009
4826,2006,4,FORD,RANGER PICKUP 2WD 4C,XL,REG CAB 2.3L,WHITE,MANUAL,Alloy,78880,AMERICAN,SMALL TRUCK,FORD,4947,6327,8408,9937,5008,6429,8335,9918,38118,5015,0,569,0,2010
4827,2009,1,TOYOTA,MATRIX 2WD,Bas,4D SEDAN,SILVER,AUTO,Covers,46483,TOP LINE ASIAN,MEDIUM,OTHER,10092,11014,13409,13937,10430,11506,13320,14279,3106,8535,0,482,1,2010
4828,2008,2,HONDA,CIVIC,LX,4D SEDAN LX AUTO,SILVER,AUTO,Covers,50987,TOP LINE ASIAN,COMPACT,OTHER,10421,11696,15113,15855,10587,11985,14691,16093,3106,9390,0,588,0,2010
4829,2009,1,TOYOTA,MATRIX 2WD,Bas,4D SEDAN,SILVER,AUTO,Covers,46403,TOP LINE ASIAN,MEDIUM,OTHER,10092,11014,13409,13937,10374,11598,12927,14842,3106,8725,0,482,0,2010
4830,2009,1,TOYOTA,MATRIX 2WD,Bas,4D SEDAN,GOLD,AUTO,Covers,48374,TOP LINE ASIAN,MEDIUM,OTHER,10092,11014,13409,13937,10208,11011,12856,13833,3106,8535,0,482,0,2010
4831,2008,2,MAZDA,MAZDA3,i,MAZDA3 4D I SPORT,BEIGE,AUTO,Alloy,48763,OTHER ASIAN,MEDIUM,OTHER,10377,12094,13993,15516,9662,11279,13528,15218,3106,7965,0,764,0,2010
4832,2009,1,TOYOTA,MATRIX 2WD,Bas,4D SEDAN,BLUE,AUTO,Covers,45101,TOP LINE ASIAN,MEDIUM,OTHER,10092,11014,13409,13937,10430,11506,13320,14279,3106,8535,0,482,1,2010
4833,2009,1,TOYOTA,MATRIX 2WD,Bas,4D SEDAN,BLUE,AUTO,Covers,43930,TOP LINE ASIAN,MEDIUM,OTHER,10092,11014,13409,13937,10326,11355,12956,14153,3106,8630,0,482,1,2010
4834,2009,1,TOYOTA,MATRIX 2WD,Bas,4D SEDAN,SILVER,AUTO,Covers,49134,TOP LINE ASIAN,MEDIUM,OTHER,10092,11014,13409,13937,10208,11011,12856,13833,3106,8345,0,482,0,2010
4835,2008,2,MINI,COOPER,Bas,2D CONVERTIBLE,YELLOW,AUTO,Alloy,46813,OTHER,COMPACT,OTHER,12466,14509,17195,19134,14982,17751,19092,21370,3106,9675,0,1931,1,2010
4836,2004,6,MAZDA,MAZDA6,i,4D SEDAN I,BLACK,AUTO,Alloy,54556,OTHER ASIAN,MEDIUM,OTHER,4949,6445,8369,10100,5396,6482,8699,9797,39402,8405,1,1003,0,2010
4837,2006,4,SATURN,ION,2,4D SEDAN LEVEL 2,MAROON,AUTO,Covers,78386,AMERICAN,MEDIUM,GM,5613,6788,8545,9536,5085,6216,8786,9787,39402,5885,1,803,0,2010
4838,2007,3,CHRYSLER,PT CRUISER,Tou,4D SEDAN,WHITE,AUTO,Alloy,76224,AMERICAN,MEDIUM,CHRYSLER,6123,7067,9616,10577,6134,7228,9489,10435,39402,5690,1,1389,1,2010
4839,2003,7,GMC,ENVOY XL 2WD 6C,SLE,4D UTILITY 4.2L SLE,GREEN,AUTO,Alloy,82254,AMERICAN,MEDIUM SUV,GM,7481,8871,11091,12039,6301,7763,9968,11109,39402,8805,1,1543,0,2010
4840,2006,4,DODGE,DURANGO 2WD V8,Adv,4D SUV 4.7L ADVENTURER,RED,AUTO,Alloy,86553,AMERICAN,MEDIUM SUV,CHRYSLER,9100,11639,13043,15784,10917,13290,15215,17501,39402,9575,0,1503,0,2010
4841,2007,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,MAROON,AUTO,Covers,81233,AMERICAN,LARGE,GM,8030,9280,11900,13098,8037,9050,11305,12378,39402,8055,0,2152,0,2010
4842,2006,4,CHEVROLET,COBALT,LS,4D SEDAN LS,GOLD,AUTO,Covers,86081,AMERICAN,COMPACT,GM,5207,6304,9018,10917,4818,6037,7979,9215,39402,5335,0,853,0,2010
4843,2007,3,SUZUKI,RENO,Bas,4D SEDAN,BLUE,AUTO,Covers,36808,OTHER ASIAN,COMPACT,OTHER,5565,6248,8618,9676,4639,6008,7237,9246,39402,5805,0,462,0,2010
4844,2007,3,CHRYSLER,PT CRUISER,Bas,4D SEDAN,SILVER,AUTO,Covers,71374,AMERICAN,MEDIUM,CHRYSLER,6060,7148,9106,10129,5725,6778,9035,10020,39402,6035,0,1389,1,2010
4845,2005,5,CHEVROLET,COBALT,Bas,4D SEDAN,BLUE,AUTO,Covers,68655,AMERICAN,COMPACT,GM,3918,5033,6987,8165,4176,5498,6949,8447,26431,6755,0,728,0,2010
4846,2006,4,PONTIAC,G6 V6,Bas,4D SEDAN,WHITE,AUTO,Alloy,56213,AMERICAN,MEDIUM,GM,6597,7739,10011,11241,6531,8019,9751,11391,26431,7930,0,1003,0,2010
4847,2004,6,BUICK,RAINIER AWD V6,CXL,4D SUV,GOLD,AUTO,Alloy,86954,AMERICAN,MEDIUM SUV,GM,7269,8488,10180,11543,6647,7834,10884,11866,26431,8435,0,2152,0,2010
4848,2007,3,CHRYSLER,TOWN & COUNTRY 2WD V,LX,MINIVAN 3.3L,BLUE,AUTO,Covers,62504,AMERICAN,VAN,CHRYSLER,7039,8662,12887,15858,6580,8121,10488,12151,26431,7965,0,1411,0,2010
4849,2005,5,JEEP,GRAND CHEROKEE 4WD V,Lar,4D WAGON,RED,AUTO,Alloy,65597,AMERICAN,MEDIUM SUV,CHRYSLER,9068,10397,13090,14096,9709,11686,13803,16733,26431,10180,0,1606,0,2010
4850,2008,2,TOYOTA,CAMRY 4C,CE,4D SEDAN CE,BLUE,AUTO,Covers,84136,TOP LINE ASIAN,MEDIUM,OTHER,11156,12200,15510,16759,12163,13266,16386,17783,26431,9680,0,594,0,2010
4851,2005,5,TOYOTA,MATRIX 2WD,Bas,4D SEDAN,BLACK,AUTO,Alloy,70047,TOP LINE ASIAN,MEDIUM,OTHER,6018,7087,9774,10817,6008,6854,8978,10331,26431,6426,0,569,0,2010
4852,2006,4,CHEVROLET,IMPALA,LT,4D SEDAN LT 3.5L,SILVER,AUTO,Covers,60021,AMERICAN,LARGE,GM,7092,8375,10426,11945,6268,7596,10123,11523,26431,7765,0,1703,0,2010
4853,2004,6,FORD,FOCUS,ZTS,4D SEDAN ZTS,GREEN,MANUAL,Alloy,83936,AMERICAN,COMPACT,FORD,3670,4932,6727,8083,3463,4498,6579,7490,26431,4506,0,1243,0,2010
4854,2002,8,FORD,TAURUS,SES,4D SEDAN SES DURATEC,BEIGE,AUTO,Alloy,89984,AMERICAN,MEDIUM,FORD,2463,3305,5351,6455,2177,2889,5224,6282,26431,4635,0,1283,0,2010
4855,2006,4,FORD,TAURUS,SE,4D SEDAN SE,GREEN,AUTO,Covers,58566,AMERICAN,MEDIUM,FORD,4118,5390,7561,8771,4289,5697,7874,8979,26431,6018,0,754,0,2010
4856,2004,6,CHEVROLET,TRAILBLAZER 4WD 6C,Nor,4D SUV 4.2L LS,SILVER,AUTO,Alloy,94235,AMERICAN,MEDIUM SUV,GM,6731,8233,10667,11809,5770,7250,9752,11172,26431,7026,0,2351,0,2010
4857,2006,4,NISSAN,ALTIMA,Bas,4D SEDAN,SILVER,AUTO,Covers,86789,TOP LINE ASIAN,MEDIUM,OTHER,7327,8784,10979,12204,7298,8665,11251,12332,26431,7665,0,723,0,2010
4858,2006,4,NISSAN,ALTIMA,Bas,4D SEDAN,GREY,AUTO,Covers,81450,TOP LINE ASIAN,MEDIUM,OTHER,7327,8784,10979,12204,7298,8665,11251,12332,26431,7965,0,723,0,2010
4859,2006,4,PONTIAC,GRAND PRIX,Bas,4D SEDAN,WHITE,AUTO,Alloy,71628,AMERICAN,LARGE,GM,6108,7615,9844,11405,6367,7901,9987,11693,26431,7265,0,1974,0,2010
4860,2002,8,DODGE,NEON,ES,4D SEDAN ES,GOLD,AUTO,Alloy,79636,AMERICAN,COMPACT,CHRYSLER,2003,2959,4532,5469,1827,2641,5347,7730,26431,3998,0,986,1,2010
4861,2002,8,CHEVROLET,IMPALA,LS,4D SEDAN LS,SILVER,AUTO,Alloy,80917,AMERICAN,LARGE,GM,3531,4541,7636,9821,3703,4799,6134,7464,26431,4606,0,2452,0,2010
4862,2004,6,FORD,RANGER PICKUP 2WD V6,Edg,REG CAB 3.0L EDGE,WHITE,AUTO,Covers,62203,AMERICAN,SMALL TRUCK,FORD,5359,7163,8480,10255,5864,7519,9232,10618,26431,5218,0,533,0,2010
4863,2005,5,PONTIAC,G6 V6,GT,4D SEDAN GT,RED,AUTO,Alloy,78726,AMERICAN,MEDIUM,GM,6763,7942,10426,11635,6249,7477,10143,11326,26431,7155,0,1272,0,2010
4864,2006,4,MAZDA,TRIBUTE 2WD 4C,i,4D SPORT UTILITY I,BLUE,MANUAL,Alloy,74041,OTHER ASIAN,SMALL SUV,OTHER,7910,9875,11812,13482,7744,9434,11370,13032,26431,7530,0,920,0,2010
4865,2005,5,CHRYSLER,TOWN & COUNTRY FWD V,LX,MINIVAN 3.3L LX,WHITE,AUTO,Covers,48520,AMERICAN,VAN,CHRYSLER,5434,7146,8678,10392,4457,5677,8246,9492,26431,7744,0,1116,0,2010
4866,2005,5,PONTIAC,G6 V6,Bas,4D SEDAN,GOLD,AUTO,Alloy,59390,AMERICAN,MEDIUM,GM,5258,6637,8958,10469,4904,6293,8251,9753,26431,6934,0,1003,0,2010
4867,2006,3,DODGE,CARAVAN GRAND FWD V6,Bas,MINIVAN 3.3L,SILVER,AUTO,Covers,80668,AMERICAN,VAN,CHRYSLER,6324,7660,7330,8773,5678,6860,6632,7909,37122,6415,0,1763,0,2009
